Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
50.15759,S,50.15759,0.3561582,0,0.4058255,0,0,44.54103,4.010739,0,79.30674,105.5946,4.323663,-29.3226677189259,-29.3095898225564,-0.875663513022094,361.202969865044,-344.35003536819,109.044203898552,-72.42874,-72.42874,29616.22,7136.967
50.16759,S,50.16759,0.3564259,0,0.4057723,0,0,44.54103,4.016901,0,79.30674,105.5946,4.323663,-29.318219356162,-29.3051214609198,-0.876266156351555,361.479714481864,-344.643086576249,109.035441237184,-72.44408,-72.44408,29612.77,7138.057
50.17759,S,50.17759,0.3566936,0,0.4057191,0,0,44.54103,4.023068,0,79.30674,105.5946,4.323663,-29.3137670478992,-29.3006491256402,-0.876869063555751,361.756442351435,-344.936093060956,109.026672546744,-72.4594,-72.4594,29609.32,7139.147
50.18758,S,50.18758,0.3569613,0,0.4056659,0,0,44.54103,4.029241,0,79.30674,105.5946,4.323663,-29.3093077985491,-29.2961698364852,-0.877471675841126,362.033151039843,-345.229054752773,109.017897830182,-72.47471,-72.47471,29605.87,7140.238
50.19758,S,50.19758,0.3572289,0,0.4056128,0,0,44.54103,4.035418,0,79.30674,105.5946,4.323663,-29.3048480698256,-29.2916900506248,-0.87807424156037,362.309840478197,-345.521971646732,109.009117087963,-72.48998,-72.48998,29602.42,7141.328
50.20758,S,50.20758,0.3574965,0,0.4055598,0,0,44.54103,4.041601,0,79.30674,105.5946,4.323663,-29.3003883563552,-29.2872102647645,-0.878676698625312,362.586510602549,-345.814843742834,109.000330321173,-72.50523,-72.50523,29598.96,7142.418
50.21758,S,50.21758,0.357764,0,0.4055068,0,0,44.54103,4.047789,0,79.30674,105.5946,4.323663,-29.295916258676,-29.2827180612695,-0.879279466131119,362.863163522326,-346.107670916902,108.991537526708,-72.52045,-72.52045,29595.5,7143.508
50.22758,S,50.22758,0.3580316,0,0.4054538,0,0,44.54103,4.053981,0,79.30674,105.5946,4.323663,-29.2914491336422,-29.2782308248283,-0.879881876629931,363.139796925881,-346.400453218606,108.982738708138,-72.53564,-72.53564,29592.03,7144.598
50.23758,S,50.23758,0.3582991,0,0.4054008,0,0,44.54103,4.06018,0,79.30674,105.5946,4.323663,-29.2869730998262,-29.2737346476903,-0.880484597569608,363.416408376842,-346.69319055854,108.973933862359,-72.55082,-72.55082,29588.56,7145.688
50.24757,S,50.24757,0.3585665,0,0.405348,0,0,44.54103,4.066384,0,79.30674,105.5946,4.323663,-29.2824965825027,-29.2692379738468,-0.881087132244766,363.693004670568,-346.985882931736,108.965122991234,-72.56597,-72.56597,29585.09,7146.777
50.25757,S,50.25757,0.358834,0,0.4052951,0,0,44.54103,4.072591,0,79.30674,105.5946,4.323663,-29.2780091579226,-29.264730372485,-0.881689558265621,363.969578776611,-347.27853022892,108.956306095848,-72.5811,-72.5811,29581.62,7147.867
50.26757,S,50.26757,0.3591014,0,0.4052424,0,0,44.54103,4.078805,0,79.30674,105.5946,4.323663,-29.2735262230642,-29.2602272414715,-0.882292077418736,364.246135244596,-347.571132494795,108.947483175271,-72.5962,-72.5962,29578.14,7148.957
50.27757,S,50.27757,0.3593687,0,0.4051895,0,0,44.54103,4.085023,0,79.30674,105.5946,4.323663,-29.2690388356861,-29.2557196401096,-0.882894503439592,364.522669403434,-347.863689684657,108.938654230434,-72.61128,-72.61128,29574.67,7150.046
50.28757,S,50.28757,0.3596361,0,0.4051369,0,0,44.54103,4.091247,0,79.30674,105.5946,4.323663,-29.2645474922789,-29.2512080651047,-0.883496836328187,364.799185714901,-348.15620175877,108.929819262268,-72.62634,-72.62634,29571.18,7151.135
50.29757,S,50.29757,0.3599034,0,0.4050842,0,0,44.54103,4.097476,0,79.30674,105.5946,4.323663,-29.2600507118595,-29.2466910263405,-0.884099355481302,365.075681782715,-348.448668662496,108.920978268911,-72.64137,-72.64137,29567.7,7152.225
50.30756,S,50.30756,0.3601707,0,0.4050316,0,0,44.54103,4.10371,0,79.30674,105.5946,4.323663,-29.2555489759206,-29.2421690205224,-0.884701564193552,365.352159771836,-348.741090346165,108.912131253467,-72.65637,-72.65637,29564.21,7153.314
50.31756,S,50.31756,0.3604379,0,0.404979,0,0,44.54103,4.10995,0,79.30674,105.5946,4.323663,-29.2510408156958,-29.2376405575344,-0.88530414543484,365.628615008274,-349.033466745205,108.903278212211,-72.67136,-72.67136,29560.72,7154.403
50.32756,S,50.32756,0.3607052,0,0.4049264,0,0,44.54103,4.116192,0,79.30674,105.5946,4.323663,-29.2465391114401,-29.2331185517164,-0.88590616788257,365.90505203886,-349.325797924188,108.89441915073,-72.68631,-72.68631,29557.23,7155.492
50.33756,S,50.33756,0.3609723,0,0.4048739,0,0,44.54103,4.122442,0,79.30674,105.5946,4.323663,-29.2420235343672,-29.2285826381476,-0.886508516293209,366.181468395107,-349.618083744036,108.885554065765,-72.70125,-72.70125,29553.73,7156.581
50.34756,S,50.34756,0.3612395,0,0.4048214,0,0,44.54103,4.128697,0,79.30674,105.5946,4.323663,-29.2375099614354,-29.2240487114003,-0.887110849181805,366.457866301524,-349.910324224618,108.876682957471,-72.71616,-72.71616,29550.23,7157.669
50.35756,S,50.35756,0.3615066,0,0.404769,0,0,44.54103,4.134957,0,79.30674,105.5946,4.323663,-29.2329894584309,-29.2195078307777,-0.887713244158574,366.734241095349,-350.202519296395,108.867805825228,-72.73104,-72.73104,29546.73,7158.758
50.36755,S,50.36755,0.3617737,0,0.4047166,0,0,44.54103,4.141222,0,79.30674,105.5946,4.323663,-29.2284719421646,-29.2149699303874,-0.888315282128348,367.010597275812,-350.494668989169,108.858922672605,-72.7459,-72.7459,29543.22,7159.847
50.37755,S,50.37755,0.3620408,0,0.4046643,0,0,44.54103,4.147491,0,79.30674,105.5946,4.323663,-29.2239440252404,-29.210421599184,-0.888917537406727,367.286932415954,-350.786773198632,108.85003349743,-72.76075,-72.76075,29539.71,7160.936
50.38755,S,50.38755,0.3623078,0,0.4046119,0,0,44.54103,4.153767,0,79.30674,105.5946,4.323663,-29.2194116583217,-29.2058687976321,-0.889519777163064,367.563246412648,-351.07883188008,108.841138299857,-72.77557,-72.77557,29536.2,7162.024
50.39755,S,50.39755,0.3625748,0,0.4045597,0,0,44.54103,4.160046,0,79.30674,105.5946,4.323663,-29.2148837699327,-29.2013204664287,-0.890121737522621,367.839539248351,-351.370845078217,108.832237082681,-72.79036,-72.79036,29532.69,7163.112
50.40755,S,50.40755,0.3628418,0,0.4045075,0,0,44.54103,4.166331,0,79.30674,105.5946,4.323663,-29.2103424969119,-29.1967587241799,-0.890723744448308,368.115810734907,-351.662812658933,108.823329845436,-72.80513,-72.80513,29529.17,7164.201
50.41755,S,50.41755,0.3631087,0,0.4044553,0,0,44.54103,4.172622,0,79.30674,105.5946,4.323663,-29.2058052139984,-29.1922009555742,-0.891325735851952,368.392063103949,-351.954734661964,108.814416588277,-72.81988,-72.81988,29525.65,7165.289
50.42754,S,50.42754,0.3633755,0,0.4044031,0,0,44.54103,4.178917,0,79.30674,105.5946,4.323663,-29.2012624900881,-29.1876377232093,-0.891927773821726,368.668293986306,-352.246611032672,108.805497310738,-72.83459,-72.83459,29522.13,7166.377
50.43754,S,50.43754,0.3636424,0,0.4043511,0,0,44.54103,4.185218,0,79.30674,105.5946,4.323663,-29.196714818832,-29.1830695237905,-0.89252976522537,368.944503275032,-352.538441721387,108.796572013285,-72.8493,-72.8493,29518.6,7167.465
50.44754,S,50.44754,0.3639092,0,0.404299,0,0,44.54103,4.191524,0,79.30674,105.5946,4.323663,-29.1921627033685,-29.1784968540233,-0.89313192737149,369.220693116035,-352.830226683405,108.787640694211,-72.86398,-72.86398,29515.08,7168.553
50.45754,S,50.45754,0.364176,0,0.404247,0,0,44.54103,4.197834,0,79.30674,105.5946,4.323663,-29.1876066192895,-29.173920210613,-0.893733577290183,369.496858914483,-353.12196587899,108.778703358638,-72.87863,-72.87863,29511.54,7169.641
50.46754,S,50.46754,0.3644428,0,0.404195,0,0,44.54103,4.204151,0,79.30674,105.5946,4.323663,-29.1830451095043,-29.1693381034435,-0.894335770480389,369.773005053221,-353.413659253505,108.769760001133,-72.89326,-72.89326,29508.01,7170.729
50.47754,S,50.47754,0.3647095,0,0.4041431,0,0,44.54103,4.210472,0,79.30674,105.5946,4.323663,-29.1784870829539,-29.1647594732116,-0.894937606663601,370.049129258791,-353.705306841718,108.760810625266,-72.90787,-72.90787,29504.47,7171.816
50.48753,S,50.48753,0.3649762,0,0.4040912,0,0,44.54103,4.216798,0,79.30674,105.5946,4.323663,-29.1739181519499,-29.1601699154614,-0.895539411802726,370.325231368175,-353.996908534355,108.751855231348,-72.92245,-72.92245,29500.94,7172.904
50.49753,S,50.49753,0.3652429,0,0.4040394,0,0,44.54103,4.223128,0,79.30674,105.5946,4.323663,-29.1693487400292,-29.1555798610057,-0.896141108287548,370.601313556864,-354.288464326448,108.742893820465,-72.93701,-72.93701,29497.39,7173.991
50.50753,S,50.50753,0.3655095,0,0.4039875,0,0,44.54103,4.229465,0,79.30674,105.5946,4.323663,-29.1647798453847,-29.1509903032554,-0.896742866860543,370.877371292268,-354.579974222965,108.733926391997,-72.95155,-72.95155,29493.85,7175.079
50.51753,S,50.51753,0.3657761,0,0.4039358,0,0,44.54103,4.235806,0,79.30674,105.5946,4.323663,-29.1602015343269,-29.1463913081028,-0.897344547823322,371.153408901562,-354.871438129531,108.724952946719,-72.96606,-72.96606,29490.3,7176.166
50.52753,S,50.52753,0.3660426,0,0.4038841,0,0,44.54103,4.242153,0,79.30674,105.5946,4.323663,-29.1556192756971,-29.1417883393071,-0.897946399528577,371.429424050261,-355.16285600641,108.715973482924,-72.98056,-72.98056,29486.75,7177.253
50.53753,S,50.53753,0.3663091,0,0.4038324,0,0,44.54103,4.248504,0,79.30674,105.5946,4.323663,-29.1510335535566,-29.1371818935738,-0.898548018403183,371.705416647441,-355.454227818833,108.706988002941,-72.99503,-72.99503,29483.19,7178.34
50.54752,S,50.54752,0.3665757,0,0.4037807,0,0,44.54103,4.254862,0,79.30674,105.5946,4.323663,-29.1464498372035,-29.132577434662,-0.899149668321875,371.981388884018,-355.745553586668,108.697996506459,-73.00948,-73.00948,29479.64,7179.427
50.55752,S,50.55752,0.3668421,0,0.4037291,0,0,44.54103,4.261223,0,79.30674,105.5946,4.323663,-29.1418542240865,-29.1279610548209,-0.899751302718524,372.257336128009,-356.036833190706,108.688998993633,-73.0239,-73.0239,29476.08,7180.514
50.56752,S,50.56752,0.3671085,0,0.4036776,0,0,44.54103,4.26759,0,79.30674,105.5946,4.323663,-29.1372650864425,-29.1233511321499,-0.90035301472539,372.533262841016,-356.328066695518,108.679995463687,-73.03831,-73.03831,29472.51,7181.601
50.57752,S,50.57752,0.3673749,0,0.4036261,0,0,44.54103,4.273964,0,79.30674,105.5946,4.323663,-29.13266454711,-29.118729785255,-0.900954664644082,372.809166627399,-356.619253986862,108.670985917242,-73.05268,-73.05268,29468.95,7182.688
50.58752,S,50.58752,0.3676412,0,0.4035746,0,0,44.54103,4.28034,0,79.30674,105.5946,4.323663,-29.1280640152621,-29.1141084383601,-0.901555942033736,373.08504965245,-356.910395064738,108.661970358023,-73.06704,-73.06704,29465.38,7183.774
50.59752,S,50.59752,0.3679076,0,0.4035231,0,0,44.54103,4.286723,0,79.30674,105.5946,4.323663,-29.1234535831762,-29.1094771573576,-0.902157545386299,373.36090731853,-357.201489829805,108.652948782771,-73.08138,-73.08138,29461.81,7184.861
50.60751,S,50.60751,0.3681739,0,0.4034717,0,0,44.54103,4.29311,0,79.30674,105.5946,4.323663,-29.1188451521532,-29.1048478631765,-0.902759024562516,373.63674403054,-357.492538301931,108.643921192727,-73.09569,-73.09569,29458.23,7185.947
50.61751,S,50.61751,0.3684401,0,0.4034203,0,0,44.54103,4.299503,0,79.30674,105.5946,4.323663,-29.1142297891674,-29.1002116151201,-0.903360488216689,373.912557443604,-357.783540411578,108.634887588047,-73.10998,-73.10998,29454.65,7187.034
50.62751,S,50.62751,0.3687063,0,0.403369,0,0,44.54103,4.305902,0,79.30674,105.5946,4.323663,-29.1096164359302,-29.0955773538853,-0.903962107091295,374.188347520639,-358.074496178613,108.625847967178,-73.12424,-73.12424,29451.07,7188.12
50.63751,S,50.63751,0.3689725,0,0.4033177,0,0,44.54103,4.312304,0,79.30674,105.5946,4.323663,-29.1049896875569,-29.090929681605,-0.904563415525036,374.464116290368,-358.365405468927,108.616802333225,-73.13849,-73.13849,29447.49,7189.207
50.64751,S,50.64751,0.3692386,0,0.4032665,0,0,44.54103,4.318713,0,79.30674,105.5946,4.323663,-29.1003704124949,-29.0862894599055,-0.905164956789426,374.739859340571,-358.656268357025,108.607750683859,-73.15272,-73.15272,29443.9,7190.292
50.65751,S,50.65751,0.3695047,0,0.4032153,0,0,44.54103,4.325127,0,79.30674,105.5946,4.323663,-29.0957422148567,-29.0816402975091,-0.905766327311339,375.01558095425,-358.9470847535,108.598693020788,-73.16692,-73.16692,29440.31,7191.378
50.6675,S,50.6675,0.3697708,0,0.4031641,0,0,44.54103,4.331545,0,79.30674,105.5946,4.323663,-29.0911120451592,-29.0769891482912,-0.906367527090777,375.291278844005,-359.237854638484,108.58962934572,-73.1811,-73.1811,29436.72,7192.464
50.6775,S,50.6775,0.3700368,0,0.4031129,0,0,44.54103,4.337968,0,79.30674,105.5946,4.323663,-29.0864734546971,-29.0723295550817,-0.906968726870215,375.566952873774,-359.528577927537,108.580559658654,-73.19526,-73.19526,29433.13,7193.55
50.6875,S,50.6875,0.3703028,0,0.4030619,0,0,44.54103,4.344395,0,79.30674,105.5946,4.323663,-29.081836362112,-29.0676714519884,-0.907569585164702,375.842605206686,-359.81925463556,108.571483963005,-73.20939,-73.20939,29429.53,7194.636
50.6975,S,50.6975,0.3705688,0,0.4030108,0,0,44.54103,4.350829,0,79.30674,105.5946,4.323663,-29.0771943419668,-29.0630083818413,-0.908171017774788,376.118231330609,-360.109884712882,108.56240225303,-73.22351,-73.22351,29425.93,7195.722
50.7075,S,50.7075,0.3708347,0,0.4029598,0,0,44.54103,4.357268,0,79.30674,105.5946,4.323663,-29.0725478674998,-29.0583408413457,-0.908772279642399,376.393835554093,-360.4004681148,108.553314530437,-73.23759,-73.23759,29422.32,7196.807
50.71749,S,50.71749,0.3711006,0,0.4029088,0,0,44.54103,4.363713,0,79.30674,105.5946,4.323663,-29.0678984334461,-29.0536703206177,-0.90937354151001,376.669415590099,-360.691004811512,108.544220795225,-73.25167,-73.25167,29418.72,7197.893
50.72749,S,50.72749,0.3713665,0,0.4028579,0,0,44.54103,4.370161,0,79.30674,105.5946,4.323663,-29.0632480164359,-29.048998806479,-0.9099745084588,376.944971374719,-360.981494793084,108.535121050344,-73.26572,-73.26572,29415.11,7198.978
50.73749,S,50.73749,0.3716323,0,0.402807,0,0,44.54103,4.376615,0,79.30674,105.5946,4.323663,-29.0585896732934,-29.0443193450542,-0.910575413319416,377.220504972585,-361.271937980043,108.526015296414,-73.27974,-73.27974,29411.49,7200.063
50.74749,S,50.74749,0.3718981,0,0.4027562,0,0,44.54103,4.383076,0,79.30674,105.5946,4.323663,-29.0539293800731,-29.0396378968078,-0.911176845929502,377.496014112054,-361.56233435252,108.516903528158,-73.29375,-73.29375,29407.88,7201.149
50.75749,S,50.75749,0.3721638,0,0.4027053,0,0,44.54103,4.389539,0,79.30674,105.5946,4.323663,-29.0492636231169,-29.0349509848022,-0.911777580047643,377.771496495496,-361.852683855878,108.507785752561,-73.30773,-73.30773,29404.26,7202.234
50.76749,S,50.76749,0.3724295,0,0.4026546,0,0,44.54103,4.396008,0,79.30674,105.5946,4.323663,-29.0446023618294,-29.0302685431451,-0.912378578040518,378.046958686199,-362.142986534821,108.498661966985,-73.32169,-73.32169,29400.64,7203.319
50.77748,S,50.77748,0.3726952,0,0.4026038,0,0,44.54103,4.402483,0,79.30674,105.5946,4.323663,-29.0399252281995,-29.0255702069157,-0.912979420812961,378.322393904132,-362.433242230402,108.489532172981,-73.33563,-73.33563,29397.01,7204.404
50.78748,S,50.78748,0.3729609,0,0.4025531,0,0,44.54103,4.408964,0,79.30674,105.5946,4.323663,-29.0352461353376,-29.0208698838647,-0.913580496416053,378.597806454304,-362.723450922754,108.480396368221,-73.34955,-73.34955,29393.39,7205.489
50.79748,S,50.79748,0.3732265,0,0.4025025,0,0,44.54103,4.415448,0,79.30674,105.5946,4.323663,-29.0305695386986,-29.0161720443406,-0.914181401276669,378.873191933349,-363.013612636712,108.471254554413,-73.36345,-73.36345,29389.76,7206.574
50.80748,S,50.80748,0.373492,0,0.4024519,0,0,44.54103,4.421938,0,79.30674,105.5946,4.323663,-29.0258894793013,-29.0114707278789,-0.91478208882868,379.148554625228,-363.303727337506,108.462106733729,-73.37733,-73.37733,29386.12,7207.658
50.81748,S,50.81748,0.3737575,0,0.4024013,0,0,44.54103,4.428434,0,79.30674,105.5946,4.323663,-29.021199525711,-29.0067594773095,-0.915383273086074,379.423892195762,-363.593794925796,108.452952901203,-73.39118,-73.39118,29382.49,7208.743
50.82748,S,50.82748,0.3740231,0,0.4023508,0,0,44.54103,4.434934,0,79.30674,105.5946,4.323663,-29.0165115577081,-29.0020502135616,-0.915983836461739,379.699206790208,-363.883815421449,108.443793063043,-73.40501,-73.40501,29378.85,7209.827
50.83747,S,50.83747,0.3742885,0,0.4023002,0,0,44.54103,4.441439,0,79.30674,105.5946,4.323663,-29.011822123586,-28.9973394596975,-0.91658452401375,379.974493981944,-364.173788809565,108.434627218008,-73.41883,-73.41883,29375.21,7210.912
50.84747,S,50.84747,0.3745539,0,0.4022498,0,0,44.54103,4.447949,0,79.30674,105.5946,4.323663,-29.0071247659905,-28.9926207585474,-0.917185227087803,380.249757998576,-364.46371501067,108.425455365942,-73.43262,-73.43262,29371.56,7211.996
50.85747,S,50.85747,0.3748193,0,0.4021993,0,0,44.54103,4.454466,0,79.30674,105.5946,4.323663,-29.0024234620078,-28.9878980837541,-0.917786116426376,380.524996570743,-364.753593985028,108.416277504983,-73.44639,-73.44639,29367.91,7213.08
50.86747,S,50.86747,0.3750846,0,0.4021489,0,0,44.54103,4.460987,0,79.30674,105.5946,4.323663,-28.9977181988898,-28.9831714353177,-0.918386788456343,380.800211780179,-365.043425692903,108.407093637304,-73.46014,-73.46014,29364.26,7214.164
50.87747,S,50.87747,0.3753499,0,0.4020986,0,0,44.54103,4.467513,0,79.30674,105.5946,4.323663,-28.9930104733866,-28.9784423033545,-0.918987476008354,381.075399205441,-365.333210109459,108.397903762749,-73.47387,-73.47387,29360.61,7215.248
50.88747,S,50.88747,0.3756152,0,0.4020483,0,0,44.54103,4.474043,0,79.30674,105.5946,4.323663,-28.9882982932919,-28.9737087010428,-0.919587977295845,381.350563094017,-365.622947189993,108.388707883182,-73.48758,-73.48758,29356.95,7216.332
50.89746,S,50.89746,0.3758804,0,0.401998,0,0,44.54103,4.480579,0,79.30674,105.5946,4.323663,-28.9835801756532,-28.9689691382664,-0.92018849410538,381.625701165149,-365.912636874901,108.379505998447,-73.50126,-73.50126,29353.29,7217.416
50.90746,S,50.90746,0.3761456,0,0.4019477,0,0,44.54103,4.487121,0,79.30674,105.5946,4.323663,-28.9788630743126,-28.9642305689009,-0.92078913509126,381.900813376858,-366.202279174116,108.370298107302,-73.51492,-73.51492,29349.63,7218.5
50.91746,S,50.91746,0.3764108,0,0.4018975,0,0,44.54103,4.493667,0,79.30674,105.5946,4.323663,-28.9741420114175,-28.9594880258923,-0.921389481158319,382.175899639697,-366.491874047902,108.361084212696,-73.52857,-73.52857,29345.97,7219.583
50.92746,S,50.92746,0.3766759,0,0.4018474,0,0,44.54103,4.500217,0,79.30674,105.5946,4.323663,-28.9694150115235,-28.954739522419,-0.921989858269465,382.450962006794,-366.781421436654,108.351864314319,-73.5422,-73.5422,29342.3,7220.667
50.93746,S,50.93746,0.376941,0,0.4017972,0,0,44.54103,4.506774,0,79.30674,105.5946,4.323663,-28.9646845579131,-28.9499875420081,-0.922590297468783,382.725996069069,-367.070921305603,108.342638411551,-73.55579,-73.55579,29338.63,7221.75
50.94746,S,50.94746,0.377206,0,0.4017471,0,0,44.54103,4.513336,0,79.30674,105.5946,4.323663,-28.9599496483016,-28.9452310912487,-0.923190503837453,383.001006053979,-367.360373610046,108.333406506719,-73.56938,-73.56938,29334.96,7222.834
50.95745,S,50.95745,0.3774711,0,0.4016971,0,0,44.54103,4.519902,0,79.30674,105.5946,4.323663,-28.9552177418602,-28.9404776207216,-0.923790865426555,383.275989777902,-367.649778379784,108.324168598271,-73.58294,-73.58294,29331.28,7223.917
50.96745,S,50.96745,0.377736,0,0.4016471,0,0,44.54103,4.526475,0,79.30674,105.5946,4.323663,-28.9504719527879,-28.9357102424438,-0.924391180449527,383.5509492114,-367.939135475741,108.314924686673,-73.59648,-73.59648,29327.6,7225
50.97745,S,50.97745,0.3780009,0,0.4015971,0,0,44.54103,4.533052,0,79.30674,105.5946,4.323663,-28.945733636981,-28.9309503147467,-0.924991712781105,383.825880064699,-368.228444972422,108.305674769752,-73.61,-73.61,29323.92,7226.083
50.98745,S,50.98745,0.3782658,0,0.4015472,0,0,44.54103,4.539634,0,79.30674,105.5946,4.323663,-28.940982912071,-28.926177969415,-0.925591701841169,384.100786475762,-368.517706745651,108.29641885294,-73.6235,-73.6235,29320.23,7227.167
50.99745,S,50.99745,0.3785307,0,0.4014973,0,0,44.54103,4.546222,0,79.30674,105.5946,4.323663,-28.9362322151632,-28.9214056240833,-0.926191954775968,384.375666239918,-368.806920795427,108.287156933599,-73.63698,-73.63698,29316.54,7228.25
51.00745,S,51.00745,0.3787954,0,0.4014474,0,0,44.54103,4.552814,0,79.30674,105.5946,4.323663,-28.9314770742558,-28.9166288084032,-0.926792347409156,384.650519264304,-369.096087077048,108.277889010332,-73.65044,-73.65044,29312.85,7229.333
51.01744,S,51.01744,0.3790602,0,0.4013976,0,0,44.54103,4.559411,0,79.30674,105.5946,4.323663,-28.9267184683467,-28.9118485157853,-0.927392445123524,384.925347611663,-369.385205555744,108.268615086088,-73.66388,-73.66388,29309.16,7230.415
51.02744,S,51.02744,0.3793249,0,0.4013478,0,0,44.54103,4.566013,0,79.30674,105.5946,4.323663,-28.9219524263323,-28.9070607725867,-0.927992263441111,385.200149011455,-369.674276157009,108.259335163661,-73.6773,-73.6773,29305.46,7231.498
51.03744,S,51.03744,0.3795896,0,0.4012981,0,0,44.54103,4.572621,0,79.30674,105.5946,4.323663,-28.9171923752765,-28.9022789898527,-0.928592516375911,385.474921328851,-369.963298940447,108.250049238705,-73.6907,-73.6907,29301.76,7232.58
51.04744,S,51.04744,0.3798543,0,0.4012484,0,0,44.54103,4.579235,0,79.30674,105.5946,4.323663,-28.9124154576115,-28.8974803191357,-0.929192552002104,385.749670779913,-370.252273737179,108.240757313393,-73.70407,-73.70407,29298.06,7233.663
51.05744,S,51.05744,0.3801189,0,0.4011987,0,0,44.54103,4.585852,0,79.30674,105.5946,4.323663,-28.9076455123806,-28.892688602294,-0.929792665238514,386.02439095463,-370.541200616744,108.231459386948,-73.71743,-73.71743,29294.36,7234.745
51.06744,S,51.06744,0.3803835,0,0.401149,0,0,44.54103,4.592474,0,79.30674,105.5946,4.323663,-28.9028701048992,-28.8878914216931,-0.930392126549108,386.29908389398,-370.830079524504,108.22215546589,-73.73077,-73.73077,29290.65,7235.827
51.07743,S,51.07743,0.380648,0,0.4010995,0,0,44.54103,4.599102,0,79.30674,105.5946,4.323663,-28.8980877883023,-28.8830872872168,-0.930992255307561,386.573751617952,-371.11891039092,108.212845543545,-73.74409,-73.74409,29286.94,7236.909
51.08743,S,51.08743,0.3809125,0,0.4010499,0,0,44.54103,4.605736,0,79.30674,105.5946,4.323663,-28.8933029961615,-28.8782806692136,-0.93159198049289,386.848391914823,-371.407693191157,108.203529623948,-73.75739,-73.75739,29283.22,7237.991
51.09743,S,51.09743,0.381177,0,0.4010004,0,0,44.54103,4.612375,0,79.30674,105.5946,4.323663,-28.8885147611124,-28.8734705742728,-0.932192093729299,387.123004702567,-371.696427890446,108.194207703219,-73.77066,-73.77066,29279.5,7239.073
51.10743,S,51.10743,0.3814414,0,0.4009508,0,0,44.54103,4.61902,0,79.30674,105.5946,4.323663,-28.8837265397806,-28.8686604793319,-0.93279202070119,387.397592063272,-371.985114488787,108.18487978322,-73.78392,-73.78392,29275.78,7240.155
51.11743,S,51.11743,0.3817058,0,0.4009014,0,0,44.54103,4.625668,0,79.30674,105.5946,4.323663,-28.8789274128603,-28.8638394568725,-0.933391839018778,387.672149580781,-372.273752876904,108.175545865038,-73.79716,-73.79716,29272.06,7241.237
51.12743,S,51.12743,0.3819701,0,0.400852,0,0,44.54103,4.632321,0,79.30674,105.5946,4.323663,-28.8741297864964,-28.8590199245293,-0.933991393461631,387.946681480675,-372.562343069699,108.166205951312,-73.81038,-73.81038,29268.33,7242.319
51.13742,S,51.13742,0.3822344,0,0.4008026,0,0,44.54103,4.63898,0,79.30674,105.5946,4.323663,-28.8693252402034,-28.8541934383108,-0.934591273867392,388.221185517516,-372.850884997633,108.156860038782,-73.82357,-73.82357,29264.61,7243.4
51.14742,S,51.14742,0.3824987,0,0.4007533,0,0,44.54103,4.645643,0,79.30674,105.5946,4.323663,-28.8645236757699,-28.8493699323245,-0.935190642045726,388.495661671999,-373.139378690508,108.147508132571,-73.83675,-73.83675,29260.88,7244.482
51.15742,S,51.15742,0.3827629,0,0.400704,0,0,44.54103,4.652312,0,79.30674,105.5946,4.323663,-28.859713205676,-28.8445374856413,-0.935790336186968,388.770111932622,-373.427824058917,108.138150229418,-73.84991,-73.84991,29257.14,7245.563
51.16742,S,51.16742,0.3830271,0,0.4006547,0,0,44.54103,4.658987,0,79.30674,105.5946,4.323663,-28.8548992812909,-28.8397015620205,-0.936390061372296,389.044531972359,-373.716221068091,108.128786329014,-73.86305,-73.86305,29253.4,7246.645
51.17742,S,51.17742,0.3832912,0,0.4006054,0,0,44.54103,4.665666,0,79.30674,105.5946,4.323663,-28.8500789159098,-28.8348591812296,-0.936989569249019,389.318925924299,-374.004569653458,108.119416433531,-73.87617,-73.87617,29249.66,7247.726
51.18742,S,51.18742,0.3835554,0,0.4005563,0,0,44.54103,4.672351,0,79.30674,105.5946,4.323663,-28.8452630408724,-28.8300212707872,-0.937589154735958,389.593291661878,-374.292869859722,108.110040542193,-73.88927,-73.88927,29245.92,7248.807
51.19741,S,51.19741,0.3838194,0,0.4005071,0,0,44.54103,4.67904,0,79.30674,105.5946,4.323663,-28.840435764974,-28.825171936121,-0.938188662612681,389.867631143564,-374.58112157264,108.100658655777,-73.90234,-73.90234,29242.18,7249.888
51.20741,S,51.20741,0.3840834,0,0.4004579,0,0,44.54103,4.685733,0,79.30674,105.5946,4.323663,-28.8356089902238,-28.8203230981601,-0.938787704828107,390.141940094489,-374.86932479718,108.091270778939,-73.91541,-73.91541,29238.43,7250.969
51.21741,S,51.21741,0.3843474,0,0.4004089,0,0,44.54103,4.692434,0,79.30674,105.5946,4.323663,-28.8307777850513,-28.8154697898508,-0.939387290315046,390.416222653976,-375.157479488638,108.081876906246,-73.92845,-73.92845,29234.68,7252.05
51.22741,S,51.22741,0.3846114,0,0.4003598,0,0,44.54103,4.699138,0,79.30674,105.5946,4.323663,-28.8259391374668,-28.8106090309607,-0.939986394618644,390.690476588185,-375.445585572508,108.07247704251,-73.94147,-73.94147,29230.92,7253.131
