Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,S,0,0,0,0,0,0,66.1,0,0,88.97,105.5946,2.734311,0,0,0,0,0,0,84,84,0,0
0.010,S,0.010,0.010,0,0.6408005,0,57.35142,66.1,0,0,88.94582,105.5946,2.738287,0,0,0,0,0,0,84,84,0,0
0.02,S,0.02,0.010,0,0.6408005,0,512.8682,66.09978,0,0,88.92165,105.5946,2.742264,217.666332320408,216.096553391447,26.0942874621231,2.17666279691882,2.160965,0.2609429,84,84,0.01080482,0.001304714
0.03,S,0.03,0.010,0,0.6408005,0,968.3851,66.08733,0.0006460903,0,88.89747,105.5946,2.74624,439.464102175383,436.692334008649,49.279838868388,6.57125921905161,6.527888,0.7537413,84,84,0.05424909,0.006378135
0.04,S,0.04,0.010,0,0.6408008,0,1423.902,66.05445,0.005888541,0,88.8733,105.5946,2.750216,661.566460858534,657.582289334202,72.4963094707354,13.1868791308552,13.10371,1.478704,84,84,0.1524071,0.01754036
0.05,S,0.05,0.01163343,0,0.6212384,0,1579.306,66.00116,0.02298945,0,88.84912,105.5946,2.754193,737.87289289537,733.471585917659,80.4725960884641,20.5655895583896,20.43843,2.28343,84,84,0.3201178,0.03635103
0.05999999,S,0.05999999,0.01814292,0,0.5685269,0,1534.634,65.93149,0.05117024,0,88.82494,105.5946,2.758169,716.87353687499,712.58704331799,78.2775419068708,27.7343154520161,27.5643,3.066206,84,84,0.5601314,0.06309921
0.06999999,S,0.06999999,0.02446718,0,0.5366299,0,1538.362,65.86203,0.08783974,0,88.80077,105.5946,2.762146,719.466171170983,715.165503153374,78.5485490560842,34.9289765429755,34.71596,3.851691,84,84,0.8715327,0.0976887
0.07999999,S,0.07999999,0.03081433,0,0.5137754,0,1549.909,65.79381,0.1333898,0,88.77659,105.5946,2.766122,725.869793603147,721.53411481929,79.2179172751935,42.1876693729723,41.9313,4.64387,84,84,1.254769,0.1401665
0.08999999,S,0.08999999,0.037218,0,0.4961069,0,1509.766,65.72469,0.1878967,0,88.75241,105.5946,2.770098,706.989126511359,702.756671076434,77.2443283540123,49.2575618565052,48.95887,5.416313,84,84,1.70922,0.1904674
0.09999999,S,0.09999999,0.04345513,0,0.4822636,0,1507.473,65.65644,0.248999,0,88.72824,105.5946,2.774075,706.603733077858,702.373384556445,77.2040430695722,56.3235938855051,55.9826,6.188354,84,84,2.233927,0.2484907
0.11,S,0.11,0.04968888,0,0.4707376,0,1524.966,65.58948,0.3177755,0,88.70406,105.5946,2.778051,715.904959777119,711.62376155389,78.1762970814722,63.4826444126553,63.09884,6.970117,84,84,2.829334,0.3142831
0.12,S,0.12,0.05600474,0,0.4607874,0,1493.426,65.52173,0.3951519,0,88.67989,105.5946,2.782027,701.152749188898,696.952199827165,76.6342537722238,70.4941691890427,70.06836,7.73646,84,84,3.495171,0.387816
0.13,S,0.13,0.06219049,0,0.4523271,0,1479.742,65.45441,0.4783046,0,88.65571,105.5946,2.786004,695.139774504304,690.972095474271,76.0057193492004,77.4455654295336,76.97808,8.496517,84,84,4.230403,0.4689808
0.14,S,0.14,0.06832322,0,0.4449256,0,1483.915,65.3883,0.5678281,0,88.63153,105.5946,2.78998,697.88411356058,693.7014325758,76.2925841908565,84.4244018019713,83.91509,9.259443,84,84,5.034869,0.5577607
0.15,S,0.15,0.07448023,0,0.438291,0,1485.958,65.3222,0.6646991,0,88.60735,105.5946,2.793957,699.581432326952,695.389472768152,76.4700047068231,91.4202205944418,90.86899,10.02414,84,84,5.908789,0.6541786
0.16,S,0.16,0.08065226,0,0.4322982,0,1483.032,65.25594,0.7687476,0,88.58318,105.5946,2.797933,698.83040882898,694.64255481677,76.3915004546322,98.408519326806,97.81541,10.78806,84,84,6.852211,0.7582396
0.17,S,0.17,0.0868177,0,0.4268604,0,1480.106,65.18972,0.87954,0,88.55901,105.5946,2.801909,698.07404937786,693.890330064615,76.3124384201048,105.389245776054,104.7543,11.55118,84,84,7.86506,0.8699358
0.18,S,0.18,0.09297655,0,0.4218916,0,1477.181,65.12364,0.9969777,0,88.53483,105.5946,2.805886,697.311383203675,693.131833050642,76.2327171054514,112.362341442449,111.6856,12.31351,84,84,8.947259,0.9892592
0.19,S,0.19,0.09912872,0,0.4173237,0,1474.255,65.05769,1.120968,0,88.51065,105.5946,2.809862,696.542648458165,692.367300623968,76.1523614065564,119.327794182822,118.6093,13.07503,84,84,10.09873,1.116202
0.2,S,0.2,0.1052742,0,0.413102,0,1475.47,64.99187,1.251426,0,88.48647,105.5946,2.813838,697.816865655377,693.634552284956,76.2855547895078,126.305917794519,125.5456,13.83789,84,84,11.31951,1.250767
0.21,S,0.21,0.111431,0,0.4091709,0,1479.443,64.92613,1.388679,0,88.4623,105.5946,2.817815,700.457037461693,696.260291306442,76.5615313292508,133.310485591816,132.5082,14.60351,84,84,12.60978,1.392974
0.22,S,0.22,0.1176111,0,0.405489,0,1483.417,64.86023,1.532998,0,88.43813,105.5946,2.821791,703.100980856577,698.889781108578,76.8379017379077,140.341497471968,139.4971,15.37189,84,84,13.9698,1.54285
0.23,S,0.23,0.1238147,0,0.4020285,0,1487.392,64.79416,1.684404,0,88.41395,105.5946,2.825767,705.748765253731,701.52309068355,77.114673668279,147.398954481212,146.5123,16.14304,84,84,15.39985,1.700425
0.24,S,0.24,0.1300417,0,0.3987661,0,1491.366,64.72791,1.842921,0,88.38977,105.5946,2.829744,708.400646991965,704.160474969869,77.3918739199616,154.482956124028,153.5539,16.91696,84,84,16.90018,1.865725
0.25,S,0.25,0.1362922,0,0.3956818,0,1495.341,64.66148,2.008578,0,88.36559,105.5946,2.83372,711.056498779194,706.801807373054,77.6694891853291,161.593503550897,160.6219,17.69366,84,84,18.47106,2.038778
0.26,S,0.26,0.1425662,0,0.3927585,0,1499.316,64.59486,2.181401,0,88.34142,105.5946,2.837697,713.695178146427,709.000547679774,81.7253369478584,168.730368093663,167.711905318324,18.5109133512116,83.70157,83.70157,20.14818,2.219801
0.27,S,0.27,0.1488636,0,0.3899813,0,1503.291,64.52808,2.361413,0,88.31724,105.5946,2.841673,716.35801849834,711.629438411854,82.1727025994518,175.893860930751,174.828199543381,19.3326403588391,83.68982,83.68982,21.89646,2.409019
0.28,S,0.28,0.1551845,0,0.3873373,0,1507.266,64.46111,2.548655,0,88.29307,105.5946,2.845649,719.024785212192,714.262779624176,82.6155154494932,183.084021731141,181.970827179973,20.158795494868,83.67853,83.67853,23.71617,2.606476
0.29,S,0.29,0.1615291,0,0.384815,0,1511.242,64.39397,2.743158,0,88.26889,105.5946,2.849626,721.695825620632,716.900873313615,83.0542145855425,190.300892733035,189.139835752869,20.9893376221594,83.66765,83.66765,25.60756,2.812217
0.3,S,0.3,0.1678974,0,0.3824045,0,1515.217,64.32664,2.94496,0,88.24471,105.5946,2.853602,724.370807878888,719.543353905008,83.4890960440086,197.544513578811,196.335269131089,21.8242285639382,83.65716,83.65716,27.57092,3.026284
0.31,S,0.31,0.1742894,0,0.3800968,0,1519.193,64.25915,3.154096,0,88.22054,105.5946,2.857578,727.049948751114,722.190404185935,83.9204866570343,204.81492592872,203.557173011526,22.6634334117509,83.64703,83.64703,29.60649,3.248723
0.32,S,0.32,0.1807051,0,0.3778841,0,1523.17,64.19147,3.370604,0,88.19636,105.5946,2.861555,729.733262679015,724.842008261825,84.3486675598671,212.112171486717,210.805592932129,23.5069200684962,83.63724,83.63724,31.71454,3.479574
0.33,S,0.33,0.1871447,0,0.3757595,0,1527.146,64.12361,3.594522,0,88.17218,105.5946,2.865531,732.42063439726,727.498023081526,84.7738880986099,219.436290737493,218.080573000336,24.3546589305339,83.62776,83.62776,33.89535,3.718882
0.3399999,S,0.3399999,0.1936082,0,0.3737164,0,1531.123,64.05558,3.82589,0,88.14801,105.5946,2.869507,735.112229145932,730.158591696191,85.1963638433995,226.78732621472,225.382158754095,25.206622549925,83.61859,83.61859,36.14917,3.966689
0.3499999,S,0.3499999,0.2000955,0,0.3717495,0,1535.099,63.98737,4.064748,0,88.12383,105.5946,2.873484,737.807938154314,732.823579001954,85.6163282457664,234.16531867904,232.710394380316,26.0627858132459,83.60969,83.60969,38.47628,4.223036
0.3599999,S,0.3599999,0.2066067,0,0.3698535,0,1543.635,63.91898,4.31114,0,88.09966,105.5946,2.87746,742.802134201314,737.773093183731,86.2894753034047,241.593253400891,240.088125147248,26.9256805469927,83.60107,83.60107,40.87716,4.487978
0.3699999,S,0.3699999,0.2131622,0,0.3680182,0,1552.17,63.85031,4.565903,0,88.07548,105.5946,2.881436,747.8062647297,742.732700418915,86.9617461727453,249.071229854999,247.515451985423,27.7952979892827,83.59268,83.59268,43.35231,4.761583
0.3799999,S,0.3799999,0.219762,0,0.36624,0,1560.707,63.78126,4.829147,0,88.0513,105.5946,2.885413,752.821800490871,747.703847113586,87.6334428506617,256.599362098811,254.992490289434,28.6716323982017,83.58455,83.58455,45.90224,5.043918
0.3899999,S,0.3899999,0.2264062,0,0.3645157,0,1569.243,63.71182,5.100982,0,88.02713,105.5946,2.889389,757.848561114432,752.686342532876,88.3046507704801,264.177762076971,262.519353546524,29.5546788861689,83.57663,83.57663,48.52744,5.335049
0.3999999,S,0.3999999,0.233095,0,0.3628421,0,1577.779,63.64201,5.381512,0,88.00295,105.5946,2.893366,762.886758982531,757.680385358938,88.9755060294756,271.806544557779,270.096157230759,30.4444339265761,83.56894,83.56894,51.2284,5.635045
0.4099999,S,0.4099999,0.2398283,0,0.3612166,0,1586.316,63.57181,5.670857,0,87.97878,105.5946,2.897342,767.936488751305,762.686063011921,89.6460821400452,279.485824748957,277.723017690405,31.3408947279391,83.56144,83.56144,54.00563,5.943971
0.4199999,S,0.4199999,0.2466065,0,0.3596366,0,1594.853,63.50122,5.969125,0,87.9546,105.5946,2.901318,772.99776434699,767.703375491824,90.3165042719457,287.215718068544,285.400051273728,32.2440597504712,83.55414,83.55414,56.85963,6.261896
0.4299999,S,0.4299999,0.2534294,0,0.3581812,0,1602.33,63.43026,6.277856,0,87.93042,105.5946,2.905295,777.532236470885,772.197367126187,90.9263710636331,294.990956314509,293.12202477239,33.1533234407839,83.54703,83.54703,59.79085,6.588883
0.4399998,S,0.4399998,0.2602926,0,0.3568481,0,1605.567,63.35892,6.597161,0,87.90624,105.5946,2.909271,779.923555404955,774.561939068281,91.2937830429376,302.790107761864,300.867643989945,34.0662612508075,83.5401,83.5401,62.79952,6.924981
0.4499998,S,0.4499998,0.2671771,0,0.3555577,0,1608.804,63.28736,6.924889,0,87.88207,105.5946,2.913247,782.318688266171,776.930508495307,91.6597784184863,310.613210859407,308.636948901241,34.9828590145048,83.53333,83.53333,65.88589,7.270226
0.4599998,S,0.4599998,0.2740829,0,0.3543078,0,1612.041,63.21565,7.261096,0,87.85789,105.5946,2.917224,784.717066789831,779.302503202663,92.0243631507438,318.460297508508,316.42997375908,35.9031026254432,83.52673,83.52673,69.05019,7.624656
0.4699998,S,0.4699998,0.2810101,0,0.3530962,0,1615.279,63.1438,7.605824,0,87.83372,105.5946,2.9212,787.118523211119,781.677748350053,92.3875928707131,326.331398729165,324.246751067862,36.8269785335001,83.52029,83.52029,72.29266,7.988306
0.4799998,S,0.4799998,0.2879587,0,0.351921,0,1618.517,63.07181,7.959137,0,87.80954,105.5946,2.925176,789.522994866259,784.056172411903,92.7495440710234,334.226545259853,332.087312616731,37.7544739534792,83.51398,83.51398,75.61353,8.361214
0.4899998,S,0.4899998,0.2949288,0,0.3507804,0,1621.755,62.99966,8.321074,0,87.78536,105.5946,2.929153,791.930543132316,786.437823071928,93.1103409280208,342.145767018566,339.951690671668,38.6855773419476,83.50783,83.50783,79.01305,8.743414
0.4999998,S,0.4999998,0.3019204,0,0.3496727,0,1624.993,62.92738,8.6917,0,87.76118,105.5946,2.933129,794.341137903452,788.822668540984,93.4700003296882,350.089094897215,347.839917180762,39.6202773243523,83.5018,83.5018,82.49145,9.134943
0.5099998,S,0.5099998,0.3089334,0,0.3485964,0,1628.231,62.85495,9.07106,0,87.73701,105.5946,2.937105,796.754820538489,791.210740608217,93.8286096961734,358.056559670798,355.752024409995,40.5585634003417,83.49591,83.49591,86.04897,9.535837
0.5199998,S,0.5199998,0.315968,0,0.3477578,0,1631.47,62.78238,9.464868,0,87.71284,105.5946,2.941082,799.168606569363,793.599066988606,94.1858938526934,366.048162580698,363.688014902498,41.5004223178164,83.49014,83.49014,89.68584,9.946132
0.5299998,S,0.5299998,0.3230242,0,0.3471367,0,1634.709,62.70966,9.873405,0,87.68866,105.5946,2.945058,801.582486575218,795.98763178758,94.541910417073,374.063904276345,371.647891042457,42.4458414008554,83.48449,83.48449,93.40232,10.36586
0.5399998,S,0.5399998,0.330102,0,0.3465339,0,1637.948,62.63679,10.29157,0,87.66448,105.5946,2.949034,803.99893950057,798.378890716558,94.8970050962593,382.103810235867,379.631679771171,43.3948114306069,83.47896,83.47896,97.19864,10.79507
0.5499998,S,0.5499998,0.3372013,0,0.3459485,0,1641.188,62.56379,10.71943,0,87.6403,105.5946,2.953011,806.418014544066,800.772891459256,95.2511967650572,390.167907709464,387.639408506777,44.3473233769672,83.47353,83.47353,101.075,11.23378
0.5599998,S,0.5599998,0.3443222,0,0.3453797,0,1644.427,62.49063,11.15707,0,87.61613,105.5946,2.956987,808.839819423246,803.16972938311,95.6045986722941,398.256222726839,395.671105621086,45.3033693423208,83.46822,83.46822,105.0317,11.68203
0.5699998,S,0.5699998,0.3514648,0,0.3448271,0,1646.878,62.41733,11.60454,0,87.59196,105.5946,2.960964,810.857715366844,805.1654041968,95.910929797089,406.364717198418,403.722759483086,46.2624786188539,83.46301,83.46301,109.069,12.13986
0.5799997,S,0.5799997,0.3586255,0,0.34429,0,1648.991,62.3439,12.0617,0,87.56778,105.5946,2.96494,812.702622436424,806.989338156839,96.1964688345001,414.49166057041,411.792652684278,47.2244432856973,83.45789,83.45789,113.1869,12.60729
0.5899997,S,0.5899997,0.3658028,0,0.3437681,0,1651.104,62.27037,12.52849,0,87.5436,105.5946,2.968916,814.548281750101,808.814146318354,96.480982671998,422.637061101464,419.880793966677,48.1892530908521,83.45287,83.45287,117.3857,13.08436
0.5999997,S,0.5999997,0.3729967,0,0.3432707,0,1653.218,62.19675,13.00535,0,87.51942,105.5946,2.972893,816.39458911224,810.63971741934,96.764526940586,430.800924204616,427.987190959678,49.1568983386294,83.44794,83.44794,121.6656,13.57109
0.6099997,S,0.6099997,0.3802072,0,0.3433621,0,1655.331,62.12304,13.5146,0,87.49525,105.5946,2.976869,818.229722464828,812.454305370869,97.0457645093696,438.983139031545,436.111733831789,50.1273559620317,83.44311,83.44311,126.0267,14.06751
0.6199997,S,0.6199997,0.3874342,0,0.3434538,0,1657.445,62.04923,14.03485,0,87.47107,105.5946,2.980845,820.064696761523,814.268845638681,97.3260186014925,447.183703373657,444.254422106173,51.1006161262926,83.43835,83.43835,130.4692,14.57365
0.6299997,S,0.6299997,0.3946777,0,0.3435456,0,1659.559,61.97533,14.56619,0,87.4469,105.5946,2.984822,821.899704198219,816.083528957644,97.6053150456345,455.4026177868,452.415257213341,52.0766692549325,83.43369,83.43369,134.9934,15.08954
0.6399997,S,0.6399997,0.4019377,0,0.3436378,0,1661.673,61.90133,15.10866,0,87.42272,105.5946,2.988798,823.734815325578,817.898418906047,97.8837184134957,463.639883894492,460.594241219587,53.0555064171887,83.4291,83.4291,139.5993,15.6152
0.6499997,S,0.6499997,0.4092143,0,0.3437302,0,1663.788,61.82724,15.66234,0,87.39854,105.5946,2.992774,825.56990471988,819.713388327312,98.1612376457729,471.89550031039,468.79137491964,54.0371187717057,83.42459,83.42459,144.2872,16.15066
0.6599997,S,0.6599997,0.4165073,0,0.3438228,0,1665.903,61.75305,16.22729,0,87.37437,105.5946,2.996751,827.404942604903,821.528405432293,98.4378896304493,480.169467513805,477.006658790337,55.0214976460076,83.42016,83.42016,149.0573,16.69596
0.6699997,S,0.6699997,0.4238169,0,0.3439157,0,1668.018,61.67877,16.8036,0,87.35019,105.5946,3.000727,829.23980712732,823.343343064413,98.7137131105448,488.461783847798,485.24009203695,56.0086347550488,83.41579,83.41579,153.9097,17.25111
0.6799996,S,0.6799996,0.4311431,0,0.3440089,0,1670.133,61.60439,17.39131,0,87.32601,105.5946,3.004704,831.074691489897,825.158391958538,98.9887418620256,496.772448674158,493.491675772098,56.9985221515434,83.41151,83.41151,158.8446,17.81614
0.6899996,S,0.6899996,0.4384859,0,0.3441023,0,1672.248,61.52993,17.99051,0,87.30184,105.5946,3.00868,832.909229927272,826.973186539508,99.2629540298546,505.101458596053,501.76140745265,57.991151669655,83.40729,83.40729,163.8622,18.39109
0.6999996,S,0.6999996,0.4458452,0,0.3441959,0,1673.899,61.45536,18.60126,0,87.27766,105.5946,3.012656,834.500205522046,828.546113413858,99.5084466923674,513.446378963989,510.046868401594,58.9862361143368,83.40313,83.40313,168.9627,18.97598
0.7099996,S,0.7099996,0.4532189,0,0.3442898,0,1675.24,61.38071,19.22344,0,87.25349,105.5946,3.016633,835.928226525643,829.957249436814,99.7344675104077,521.805579360662,518.346440710452,59.9835807671485,83.39903,83.39903,174.1462,19.57083
0.7199996,S,0.7199996,0.4606056,0,0.3443839,0,1676.581,61.306,19.85698,0,87.22931,105.5946,3.020609,837.354591623098,831.366827791684,99.9595406145748,530.179043440508,526.660108802544,60.9831761509516,83.395,83.395,179.4128,20.17566
0.7299996,S,0.7299996,0.4680053,0,0.3444781,0,1677.923,61.23123,20.50194,0,87.20513,105.5946,3.024585,838.779450741696,832.774991529621,100.183733556801,538.566755839723,534.9878585317,61.9850134641268,83.39104,83.39104,184.7627,20.7905
0.7399996,S,0.7399996,0.475418,0,0.3445726,0,1679.265,61.15639,21.15837,0,87.18095,105.5946,3.028562,840.202559655592,834.181502232039,100.406984745619,546.968699703457,543.329673367566,62.9890832891403,83.38713,83.38713,190.196,21.41537
0.7499996,S,0.7499996,0.4828436,0,0.3446673,0,1680.607,61.0815,21.82632,0,87.15678,105.5946,3.032538,841.624229201616,835.586661895811,100.62938756164,555.384860298378,551.685539799756,63.9953771422643,83.38328,83.38328,195.7128,22.05029
0.7599996,S,0.7599996,0.4902822,0,0.3447622,0,1681.949,61.00655,22.50585,0,87.13261,105.5946,3.036515,843.04412665713,836.990136734921,100.850932070758,563.815219574148,560.055440980023,65.0038864404299,83.37948,83.37948,201.3134,22.69529
0.7699996,S,0.7699996,0.4977338,0,0.3448573,0,1683.291,60.93154,23.197,0,87.10843,105.5946,3.040491,844.462332451251,838.392006222228,101.071632180722,572.259761588719,568.43936085485,66.0146027396458,83.37574,83.37574,206.9978,23.35038
0.7799996,S,0.7799996,0.5051983,0,0.3449526,0,1684.634,60.85647,23.89983,0,87.08425,105.5946,3.044467,845.878960480328,839.79238161974,101.291517693856,580.718469745637,576.837284483339,67.0275178939439,83.37205,83.37205,212.7661,24.01559
0.7899995,S,0.7899995,0.5126756,0,0.3450481,0,1685.977,60.78134,24.61438,0,87.06007,105.5946,3.048444,847.293768915814,841.191024508872,101.510546886908,589.191325958918,585.249194540407,68.0426233401236,83.36842,83.36842,218.6186,24.69094
0.7999995,S,0.7999995,0.520166,0,0.3451439,0,1687.32,60.70615,25.34072,0,87.0359,105.5946,3.05242,848.706834323534,842.587998467912,101.728833008705,597.678312773734,593.675074336753,69.0599116474725,83.36483,83.36483,224.5554,25.37646
0.8099995,S,0.8099995,0.5276693,0,0.3452398,0,1688.663,60.63091,26.07887,0,87.01173,105.5946,3.056396,850.117936684931,843.983096867422,101.946252876312,606.17941068241,602.114905116782,70.0793741534489,83.36129,83.36129,230.5765,26.07215
0.8199995,S,0.8199995,0.5351855,0,0.3453359,0,1690.007,60.5556,26.82891,0,86.98755,105.5946,3.060373,851.527424414871,845.376653493419,102.16294954088,614.69460349235,610.56867146276,71.1010036260225,83.3578,83.3578,236.6822,26.77806
0.8299995,S,0.8299995,0.5427146,0,0.3454323,0,1691.351,60.48023,27.59087,0,86.96337,105.5946,3.064349,852.935030109499,846.768398138174,102.378930949694,623.223872326547,619.036355254874,72.124792912636,83.35435,83.35435,242.8726,27.49418
0.8399995,S,0.8399995,0.5502566,0,0.3455288,0,1692.695,60.4048,28.36481,0,86.93919,105.5946,3.068325,854.340730259136,848.158314907116,102.594133524466,631.767198149686,627.517938214367,73.1507342249491,83.35095,83.35095,249.1478,28.22056
0.8499995,S,0.8499995,0.5578115,0,0.3456256,0,1694.039,60.32932,29.15079,0,86.91502,105.5946,3.072302,855.744382267664,849.546260749092,102.808553291552,640.324560505128,636.01340063197,74.1788197348851,83.3476,83.3476,255.5079,28.95721
0.8599995,S,0.8599995,0.5653793,0,0.3457225,0,1695.384,60.25377,29.94884,0,86.89084,105.5946,3.076278,857.146229650707,850.932474082689,103.022247868777,648.895942188199,644.522725182599,75.2090421905456,83.34428,83.34428,261.9531,29.70415
0.8699995,S,0.8699995,0.5729598,0,0.3458197,0,1696.729,60.17817,30.75899,0,86.86667,105.5946,3.080254,858.546055227674,852.316732383894,103.235249045286,657.481321131121,653.04589231593,76.2413946579236,83.34101,83.34101,268.4836,30.4614
0.8799995,S,0.8799995,0.5805534,0,0.3459047,0,1698.074,60.1025,31.58023,0,86.84249,105.5946,3.084231,859.94454291606,853.699719119314,103.447602517973,666.080685591249,661.582889316306,77.275870659981,83.33778,83.33778,275.0994,31.22899
0.8899994,S,0.8899994,0.5881597,0,0.3458329,0,1699.419,60.02678,32.39891,0,86.81831,105.5946,3.088207,861.348947897083,855.088634530201,103.66020036971,674.694093573344,670.133775470481,78.3124726405082,83.33459,83.33459,281.8007,32.00693
0.8999994,S,0.8999994,0.5957789,0,0.3457609,0,1700.764,59.951,33.22901,0,86.79414,105.5946,3.092184,862.751661222602,856.475928694714,103.872096873444,683.32152986316,678.698534565991,79.3511935860254,83.33144,83.33144,288.5877,32.79525
0.9099994,S,0.9099994,0.6034111,0,0.3458382,0,1702.11,59.87515,34.08532,0,86.76996,105.5946,3.09616,864.145012993302,857.85397221815,104.08249531374,691.962899039986,687.277074096427,80.3920185158986,83.32833,83.32833,295.4605,33.59396
0.9199994,S,0.9199994,0.611056,0,0.3460679,0,1703.456,59.79925,34.96924,0,86.74578,105.5946,3.100136,865.527926095703,859.221700164167,104.291230784409,700.61809687591,695.869290906018,81.4349308004318,83.32526,83.32526,302.4192,34.4031
0.9299994,S,0.9299994,0.6187138,0,0.3462978,0,1704.802,59.72329,35.86625,0,86.72161,105.5946,3.104113,866.908070767307,860.586726032894,104.499235104752,709.287096535847,704.475157973991,82.4799231281219,83.32221,83.32221,309.4639,35.22267
0.9399994,S,0.9399994,0.6263843,0,0.3465279,0,1706.149,59.64727,36.77638,0,86.69743,105.5946,3.108089,868.28571397812,861.94932003206,104.706498340663,717.969872982129,713.094650981651,83.5269880881248,83.31921,83.31921,316.5948,36.05271
0.9499994,S,0.9499994,0.6340675,0,0.3467583,0,1707.496,59.57119,37.6997,0,86.67326,105.5946,3.112065,869.66102326718,863.309641107387,104.913101951822,726.666402755324,721.72774719976,84.5761190841931,83.31624,83.31624,323.8121,36.89322
0.9599994,S,0.9599994,0.6417633,0,0.346989,0,1708.843,59.49505,38.63629,0,86.64908,105.5946,3.116042,871.033425273906,864.667117054274,105.119002228158,735.376656712416,730.374418177034,85.6273090829788,83.31331,83.31331,331.1159,37.74424
0.9699994,S,0.9699994,0.6494719,0,0.34722,0,1710.19,59.41885,39.5862,0,86.6249,105.5946,3.120018,872.403186491899,866.022018080448,105.324185261919,744.100607504986,739.034638164268,86.6805509120562,83.31041,83.31041,338.5062,38.60578
0.9799994,S,0.9799994,0.6571931,0,0.3474512,0,1711.537,59.34259,40.54947,0,86.60072,105.5946,3.123994,873.770259522355,867.374296502194,105.528651053105,752.838229976501,747.708380935417,87.7358373989998,83.30754,83.30754,345.9833,39.47786
0.9899994,S,0.9899994,0.6649271,0,0.3476827,0,1712.686,59.26627,41.5262,0,86.57655,105.5946,3.127971,875.026564793574,868.616600378229,105.719868718283,761.588414984727,756.394546745048,88.7930360625524,83.3047,83.3047,353.5472,40.3605
0.9999993,S,0.9999993,0.6726726,0,0.3479143,0,1713.038,59.1899,42.51629,0,86.55238,105.5946,3.131947,875.846563846076,869.425618213491,105.85980254595,770.346799623467,765.088802732851,89.8516340643504,83.3019,83.3019,361.1981,41.25373
1.009999,S,1.009999,0.680426,0,0.3481462,0,1713.389,59.11349,43.5193,0,86.5282,105.5946,3.135923,876.662339399648,870.230487565384,105.99884826439,779.11334269339,773.791107413993,90.9116225233017,83.29913,83.29913,368.936,42.15754
1.019999,S,1.019999,0.6881872,0,0.3483781,0,1713.741,59.03707,44.53529,0,86.50402,105.5946,3.1399,877.47331666372,871.030636229306,106.1369502426,787.887995532493,782.501413581596,91.9729920020042,83.29638,83.29638,376.761,43.07197
1.029999,S,1.029999,0.6959562,0,0.3486102,0,1714.094,58.96063,45.56428,0,86.47984,105.5946,3.143876,878.279670580746,871.826239045551,106.274120401509,796.670712104844,791.219675777183,93.0357331822652,83.29366,83.29366,384.6732,43.99701
1.039999,S,1.039999,0.703733,0,0.3488424,0,1714.446,58.88418,46.6063,0,86.45567,105.5946,3.147852,879.081484552542,872.617375486981,106.410396490727,805.461446272551,799.945849337008,94.0998371233879,83.29098,83.29098,392.6727,44.93269
1.049999,S,1.049999,0.7115174,0,0.3490746,0,1714.799,58.80772,47.66137,0,86.4315,105.5946,3.151829,879.878575350225,873.4038707133,106.545699037391,814.260151051603,808.67988784892,95.165294089947,83.28831,83.28831,400.7595,45.87902
1.059999,S,1.059999,0.7193095,0,0.349307,0,1715.152,58.73124,48.72954,0,86.40732,105.5946,3.155805,880.670809340995,874.18558167336,106.680097580256,823.066778929396,817.421743470258,96.2320950419047,83.28568,83.28568,408.9337,46.836
1.069999,S,1.069999,0.7271093,0,0.3495395,0,1715.505,58.65474,49.81085,0,86.38314,105.5946,3.159782,881.458439639622,874.962762680314,106.813598079787,831.88128313575,826.171370901492,97.3002309988279,83.28308,83.28308,417.1954,47.80367
1.079999,S,1.079999,0.7349167,0,0.3497722,0,1715.859,58.57823,50.90532,0,86.35896,105.5946,3.163758,882.24101431538,875.73496868614,106.946117089478,840.70361247922,834.928720392611,98.3696921458184,83.28049,83.28049,425.5447,48.78201
1.089999,S,1.089999,0.7427316,0,0.3500049,0,1716.213,58.50171,52.013,0,86.33479,105.5946,3.167734,883.018913540191,876.502565266001,107.07779766048,849.533721183839,843.693745849358,99.4404700984894,83.27795,83.27795,433.9817,49.77106
1.099999,S,1.099999,0.7505541,0,0.3502377,0,1716.567,58.42517,53.13389,0,86.31061,105.5946,3.171711,883.791775233805,877.265202739305,107.208516609859,858.371559108886,852.466397680667,100.512555240625,83.27542,83.27542,442.5063,50.77083
1.109999,S,1.109999,0.7583841,0,0.3504707,0,1716.921,58.34862,54.26805,0,86.28644,105.5946,3.175687,884.559833969393,878.023103630066,107.338387186442,867.217076536233,861.246628520714,101.585939088497,83.27292,83.27292,451.1188,51.78132
1.119999,S,1.119999,0.7662215,0,0.3507037,0,1717.275,58.27205,55.4155,0,86.26226,105.5946,3.179663,885.322887120308,878.776077203414,107.467300115043,876.070225427095,870.034389096326,102.660612065627,83.27044,83.27044,459.8191,52.80256
